TotalN,TMO_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area [m2],usle_t,LAND_COVER,Default conventional,Default Reduced,Default Conservation,USLE/area [Mg/m2],FrmlndCls,DrainClass,FloodFCls,GravelSrc,hydrcRat_1,KfactorRF,KfactorWS,HydrcRatng,KfactRF,KfactWS,OrgMatter,PondFCls,Slope,SandSrc,SurfText,compname,AREASYMBOL,MUSYM
4626,2855,LES,2,9,195,193,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,233387.2342,37.5043373,Cultivated Crops,77795.74473,77795.74473,77795.74473,0.000160696,Prime farmland if drained,Very poorly drained,None,Poor,0.6060606,0.2457576,0.2457576,All Hydric,0.28,0.28,7.812272727,Frequent,2.593939394,Poor,clay loam,Harps,MN161,L84A
4626,2334,LES,2,9,195,193,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,575344.1991,90.9630508,Cultivated Crops,191781.3997,191781.3997,191781.3997,0.000158102,Prime farmland if drained,Poorly drained,None,Poor,0.5827067,0.2410526,0.2410526,Partially Hydric,0.28,0.28,7.381315789,None,2.465413534,Poor,clay loam,Cordova,MN161,L81A
4626,2672,LES,2,9,195,193,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,656958.9887,110.9202423,Cultivated Crops,218986.3296,218986.3296,218986.3296,0.000168839,Not prime farmland,Very poorly drained,None,Poor,0.5588235,0.2364706,0.2364706,All Hydric,0.02,0.02,7.950588235,Frequent,1.805882353,Poor,muck,Houghton,MN161,L16A
4626,2719,LES,2,9,195,193,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1248183.656,218.5598907,Cultivated Crops,416061.2185,416061.2185,416061.2185,0.000175102,Prime farmland if drained,Poorly drained,None,Poor,0.5309278,0.2437113,0.2437113,Partially Hydric,0.28,0.28,6.844226804,None,3.439175258,Poor,clay loam,Cordova,MN161,L81A
4626,2593,LES,3,14,200,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,18,3896.091731,0.131989,Cultivated Crops,1298.697244,1298.697244,1298.697244,3.38773E-05,Not prime farmland,Poorly drained,Frequent,Poor,0.6666667,0.2533333,0.2533333,All Hydric,0.24,0.24,4.806666667,None,19.36666667,Poor,silty clay loam,Alluvial land,MN013,1002
4626,2548,LES,3,14,200,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,18,15416.71198,0.2951127,Cultivated Crops,5138.903993,5138.903993,5138.903993,1.91424E-05,Not prime farmland,Poorly drained,Frequent,Poor,0.2666667,0.2493333,0.2493333,All Hydric,0.24,0.24,4.844666667,None,6.273333333,Poor,silty clay loam,Alluvial land,MN013,1002
4626,2513,LES,3,14,200,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,18,2698.803813,0.3501189,Cultivated Crops,899.601271,899.601271,899.601271,0.000129731,Not prime farmland,Well drained,None,Poor,0,0.2533333,0.2533333,Not Hydric,0.28,0.28,4.306666667,None,20.7,Poor,loam,Lester,MN013,961
4626,3477,LES,3,14,200,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,18,22443.43155,1.9362391,Cultivated Crops,7481.143849,7481.143849,7481.143849,8.6272E-05,Prime farmland if drained,Poorly drained,None,Poor,0.3818182,0.262,0.262,All Hydric,0.28,0.28,6.742484848,None,5.771515152,Poor,silty clay loam,Marna,MN013,110
4626,2560,LES,3,14,200,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,18,12953.96876,2.9631338,Cultivated Crops,4317.989588,4317.989588,4317.989588,0.000228743,All areas are prime farmland,Well drained,None,Poor,0.25,0.26,0.26,Not Hydric,0.24,0.24,4.23,None,16.275,Poor,loam,Clarion,MN013,102B
4626,2527,LES,3,14,200,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,18,236335.8907,44.544529,Cultivated Crops,78778.63023,78778.63023,78778.63023,0.00018848,Not prime farmland,Poorly drained,Frequent,Poor,0.3232323,0.2523232,0.2523232,All Hydric,0.24,0.24,5.536161616,None,4.146464646,Poor,silty clay loam,Alluvial land,MN013,1002
4626,3494,LES,3,14,200,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,18,199811.3069,50.3491058,Cultivated Crops,66603.76897,66603.76897,66603.76897,0.000251983,Farmland of statewide importance,Very poorly drained,None,Poor,0.4,0.2581429,0.2581429,All Hydric,0.02,0.02,7.314285714,Frequent,2.142857143,Poor,muck,Muskego,MN013,525
4626,2257,LES,2,14,201,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,606008.7746,102.6850739,Cultivated Crops,202002.9249,202002.9249,202002.9249,0.000169445,Prime farmland if drained,Poorly drained,None,Poor,0.5765306,0.2485714,0.2485714,Partially Hydric,0.28,0.28,6.636530612,None,2.054081633,Poor,clay loam,Cordova,MN161,L81A
4626,2820,LES,2,14,201,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,549320.756,123.4382019,Cultivated Crops,183106.9187,183106.9187,183106.9187,0.000224711,Prime farmland if drained,Poorly drained,None,Poor,0.5605096,0.249172,0.249172,Partially Hydric,0.28,0.28,6.263757962,None,3.042675159,Poor,clay loam,Cordova,MN161,L81A
4626,1811,LES,2,14,201,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1052245.486,173.5991974,Cultivated Crops,350748.4952,350748.4952,350748.4952,0.00016498,Prime farmland if drained,Somewhat poorly drained,None,Poor,0.5897436,0.2502564,0.2502564,Partially Hydric,0.28,0.28,6.303333333,None,1.951282051,Poor,loam,Hamel,MN161,L36A
4626,2335,LES,2,14,201,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3285794.038,617.7313843,Cultivated Crops,1095264.679,1095264.679,1095264.679,0.000188001,Prime farmland if drained,Poorly drained,None,Poor,0.5827067,0.2410526,0.2410526,Partially Hydric,0.28,0.28,7.381315789,None,2.465413534,Poor,clay loam,Cordova,MN161,L81A
4626,2260,LES,2,14,202,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,900.0000007,0.1493703,Cultivated Crops,300.0000002,300.0000002,300.0000002,0.000165967,All areas are prime farmland,Somewhat poorly drained,None,Poor,0.5,0.26,0.26,Partially Hydric,0.24,0.24,5.16,None,1.6,Poor,clay loam,Le Sueur,MN161,L90A
4626,2477,LES,2,14,202,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,900.0000003,0.150363,Cultivated Crops,300.0000001,300.0000001,300.0000001,0.00016707,All areas are prime farmland,Somewhat poorly drained,None,Poor,0.5,0.24,0.24,Partially Hydric,0.24,0.24,4.94,None,2.1,Poor,clay loam,Le Sueur,MN161,L90A
4626,2626,LES,2,14,202,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1255.517578,0.1961892,Cultivated Crops,418.5058594,418.5058594,418.5058594,0.000156262,All areas are prime farmland,Somewhat poorly drained,None,Poor,0.5,0.24,0.24,Partially Hydric,0.24,0.24,4.94,None,2.1,Poor,clay loam,Le Sueur,MN161,L90A
4626,2336,LES,2,14,202,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,6430.704245,0.7667379,Cultivated Crops,2143.568082,2143.568082,2143.568082,0.000119231,Prime farmland if drained,Poorly drained,None,Poor,0.5827067,0.2410526,0.2410526,Partially Hydric,0.28,0.28,7.381315789,None,2.465413534,Poor,clay loam,Cordova,MN161,L81A
4626,2514,LES,2,14,202,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,2113.439942,0.7702038,Cultivated Crops,704.4799805,704.4799805,704.4799805,0.000364431,Prime farmland if drained,Somewhat poorly drained,None,Poor,0.5,0.2533333,0.2533333,Partially Hydric,0.28,0.28,4.533333333,None,2.5,Poor,loam,Hamel,MN161,L36A
4626,2242,LES,2,14,202,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,113411.0545,17.0767536,Cultivated Crops,37803.68483,37803.68483,37803.68483,0.000150574,Prime farmland if drained,Somewhat poorly drained,None,Poor,0.5448718,0.2535897,0.2535897,Partially Hydric,0.28,0.28,5.618205128,None,3.125641026,Poor,loam,Hamel,MN161,L36A
4626,2258,LES,2,14,202,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1630202.138,307.6967468,Cultivated Crops,543400.7128,543400.7128,543400.7128,0.000188748,Prime farmland if drained,Poorly drained,None,Poor,0.5765306,0.2485714,0.2485714,Partially Hydric,0.28,0.28,6.636530612,None,2.054081633,Poor,clay loam,Cordova,MN161,L81A
4626,2821,LES,2,14,202,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1039819.174,320.0977783,Cultivated Crops,346606.3913,346606.3913,346606.3913,0.00030784,Prime farmland if drained,Poorly drained,None,Poor,0.5605096,0.249172,0.249172,Partially Hydric,0.28,0.28,6.263757962,None,3.042675159,Poor,clay loam,Cordova,MN161,L81A
4626,2779,LES,2,14,202,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,2157889.4,507.8200684,Cultivated Crops,719296.4666,719296.4666,719296.4666,0.000235332,Prime farmland if drained,Somewhat poorly drained,None,Poor,0.5795454,0.25,0.25,Partially Hydric,0.28,0.28,7.22,None,3.340909091,Poor,loam,Hamel,MN161,L36A
4626,2528,LES,2,14,203,200,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,160798.9065,26.1051922,Cultivated Crops,53599.63548,53599.63548,53599.63548,0.000162347,Not prime farmland,Poorly drained,Frequent,Poor,0.3232323,0.2523232,0.2523232,All Hydric,0.24,0.24,5.536161616,None,4.146464646,Poor,silty clay loam,Alluvial land,MN013,1002
4626,3580,LES,2,14,203,200,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,207572.2316,42.5428352,Cultivated Crops,69190.74388,69190.74388,69190.74388,0.000204954,Prime farmland if drained,Poorly drained,None,Poor,0.5641026,0.2507692,0.2507692,Partially Hydric,0.28,0.28,5.83,None,5.574358974,Poor,silty clay loam,Mazaska,MN161,L91A
4626,3144,LES,2,14,203,200,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1000280.803,243.2651825,Cultivated Crops,333426.9342,333426.9342,333426.9342,0.000243197,Prime farmland if drained,Poorly drained,None,Poor,0.5695876,0.2460309,0.2460309,Partially Hydric,0.28,0.28,7.038195876,None,2.699484536,Poor,silty clay loam,Mazaska,MN161,L91A
4626,3478,LES,2,14,203,200,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1253085.65,309.2674866,Cultivated Crops,417695.2167,417695.2167,417695.2167,0.000246805,Prime farmland if drained,Poorly drained,None,Poor,0.3818182,0.262,0.262,All Hydric,0.28,0.28,6.742484848,None,5.771515152,Poor,silty clay loam,Marna,MN013,110
4626,4060,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,221.3091003,0.0860345,Cultivated Crops,73.76970011,73.76970011,73.76970011,0.000388753,Prime farmland if drained,Very poorly drained,None,Poor,0.6470588,0.2717647,0.2717647,All Hydric,0.28,0.28,6.485294118,Frequent,1.294117647,Poor,silty clay,Lura,MN013,211
4626,3175,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,899.9999994,0.0979992,Cultivated Crops,299.9999998,299.9999998,299.9999998,0.000108888,Prime farmland if drained,Poorly drained,None,Poor,1,0.28,0.28,All Hydric,0.28,0.28,6,None,1,Poor,silty clay loam,Marna,MN013,110
4626,2791,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,576.3427735,0.1147824,Cultivated Crops,192.1142578,192.1142578,192.1142578,0.000199156,Prime farmland if drained,Poorly drained,None,Poor,1,0.28,0.28,All Hydric,0.28,0.28,6,None,0.75,Poor,silty clay loam,Minnetonka,MN013,287
4626,2668,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,1214.693874,0.1348362,Cultivated Crops,404.897958,404.897958,404.897958,0.000111004,All areas are prime farmland,Well drained,None,Poor,0,0.24,0.24,Not Hydric,0.24,0.24,4,None,4,Poor,loam,Lester,MN013,106B
4626,2553,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,668.9194868,0.1544022,Cultivated Crops,222.9731623,222.9731623,222.9731623,0.000230823,All areas are prime farmland,Well drained,None,Poor,0,0.24,0.24,Not Hydric,0.24,0.24,4.5,None,4,Poor,loam,Clarion,MN013,102B
4626,2565,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,616.2222862,0.1544022,Cultivated Crops,205.4074287,205.4074287,205.4074287,0.000250563,All areas are prime farmland,Well drained,None,Poor,0,0.24,0.24,Not Hydric,0.24,0.24,4.5,None,4,Poor,loam,Clarion,MN013,102B
4626,2803,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,1504.467774,0.1643616,Cultivated Crops,501.4892579,501.4892579,501.4892579,0.000109249,Prime farmland if drained,Poorly drained,None,Poor,0.5,0.26,0.26,All Hydric,0.28,0.28,5.5,None,1.5,Poor,silty clay loam,Minnetonka,MN013,287
4626,2447,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,4555.389823,0.2120427,Cultivated Crops,1518.463274,1518.463274,1518.463274,4.65477E-05,Not prime farmland,Somewhat excessively drained,None,Fair,0.2,0.232,0.232,Not Hydric,0.2,0.2,3.8,None,5,Fair,sandy loam,Estherville,MN013,41C
4626,4063,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,3930.337567,0.3427362,Cultivated Crops,1310.112522,1310.112522,1310.112522,8.72027E-05,Not prime farmland,Very poorly drained,None,Poor,0.3962264,0.2720755,0.2720755,All Hydric,0.02,0.02,6.208301887,Frequent,2.698113208,Poor,muck,Marsh,MN013,1053
4626,2658,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,900.0000002,0.4990716,Cultivated Crops,300.0000001,300.0000001,300.0000001,0.000554524,Prime farmland if drained,Very poorly drained,None,Poor,0.6666667,0.2666667,0.2666667,All Hydric,0.28,0.28,6,Frequent,2.166666667,Poor,silty clay,Lura,MN013,211
4626,3244,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,824848.4152,109.2139282,Cultivated Crops,274949.4717,274949.4717,274949.4717,0.000132405,Prime farmland if drained,Poorly drained,None,Poor,0.4545455,0.26,0.26,All Hydric,0.28,0.28,5.445227273,None,3.370454545,Poor,silty clay loam,Minnetonka,MN013,287
4626,3255,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,859375.2372,140.5959167,Cultivated Crops,286458.4124,286458.4124,286458.4124,0.000163602,Prime farmland if drained,Poorly drained,None,Poor,0.4835165,0.261978,0.261978,All Hydric,0.28,0.28,5.699450549,None,2.653846154,Poor,silty clay loam,Minnetonka,MN013,287
4626,2942,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,714954.699,148.4085846,Cultivated Crops,238318.233,238318.233,238318.233,0.000207578,All areas are prime farmland,Moderately well drained,None,Poor,0.326087,0.26,0.26,Not Hydric,0.28,0.28,5.001304348,None,4.060869565,Poor,silty clay loam,Shorewood,MN013,286
4626,3225,LES,3,6,204,174,Le Sueur,Lower Cobb,LS btwn gauges,BT,3,LO,4,1915739.742,286.9358826,Cultivated Crops,638579.914,638579.914,638579.914,0.000149778,Prime farmland if drained,Very poorly drained,None,Poor,0.3461539,0.2653846,0.2653846,All Hydric,0.28,0.28,5.455769231,Frequent,2.730769231,Poor,silty clay,Lura,MN013,211
4626,2487,COB,3,10,206,192,Le Sueur,Lower Cobb,Cobb BL LG,BL,3,LO,4,3325.372986,0.2024946,Cultivated Crops,1108.457662,1108.457662,1108.457662,6.08938E-05,Not prime farmland,Well drained,None,Poor,0.4328358,0.2680597,0.2680597,Not Hydric,0.28,0.28,5.722686567,None,2.807462687,Poor,loam,Lester,MN013,961
4626,2607,COB,3,10,206,192,Le Sueur,Lower Cobb,Cobb BL LG,BL,3,LO,4,10879.49175,1.03032,Cultivated Crops,3626.497251,3626.497251,3626.497251,9.4703E-05,Not prime farmland,Well drained,None,Poor,0.4,0.272,0.272,Not Hydric,0.28,0.28,5.342,None,7.31,Poor,loam,Lester,MN013,961
4626,2936,COB,3,10,206,192,Le Sueur,Lower Cobb,Cobb BL LG,BL,3,LO,4,302218.6825,40.3003387,Cultivated Crops,100739.5608,100739.5608,100739.5608,0.000133348,Not prime farmland,Well drained,None,Poor,0.4166667,0.2666667,0.2666667,Not Hydric,0.28,0.28,5.243333333,None,6.675,Poor,loam,Lester,MN013,961
4626,3604,COB,3,10,206,192,Le Sueur,Lower Cobb,Cobb BL LG,BL,3,LO,4,515034.97,79.0873108,Cultivated Crops,171678.3233,171678.3233,171678.3233,0.000153557,Not prime farmland,Well drained,None,Poor,0.6578947,0.2757895,0.2757895,Not Hydric,0.28,0.28,5.872894737,None,4.742105263,Poor,loam,Lester,MN013,961
4626,3032,COB,3,10,206,192,Le Sueur,Lower Cobb,Cobb BL LG,BL,3,LO,4,455368.6223,86.4153214,Cultivated Crops,151789.5408,151789.5408,151789.5408,0.00018977,Not prime farmland,Well drained,None,Poor,0.56,0.284,0.284,Not Hydric,0.28,0.28,5.4368,None,4.444,Poor,loam,Lester,MN013,961
4626,3609,COB,3,10,206,192,Le Sueur,Lower Cobb,Cobb BL LG,BL,3,LO,4,2122627.969,289.6130981,Cultivated Crops,707542.6563,707542.6563,707542.6563,0.000136441,Prime farmland if drained,Very poorly drained,None,Poor,0.516129,0.2703226,0.2703226,All Hydric,0.28,0.28,5.723064516,Frequent,2.427419355,Poor,silty clay,Lura,MN013,211
4626,3589,COB,3,10,206,192,Le Sueur,Lower Cobb,Cobb BL LG,BL,3,LO,4,2778726.164,328.1636963,Cultivated Crops,926242.0548,926242.0548,926242.0548,0.000118099,Prime farmland if drained,Very poorly drained,None,Poor,0.6354167,0.27125,0.27125,All Hydric,0.28,0.28,6.104166667,Frequent,1.473958333,Poor,silty clay,Lura,MN013,211
4626,2705,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,8577.217824,0.1439676,Cultivated Crops,2859.072608,2859.072608,2859.072608,1.67849E-05,Prime farmland if drained,Poorly drained,None,Poor,0.5,0.24,0.24,Partially Hydric,0.24,0.24,5.26,None,2.333333333,Poor,clay loam,Poorly drained soil,MN161,L83A
4626,2595,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,616.2222861,0.1444824,Cultivated Crops,205.4074287,205.4074287,205.4074287,0.000234465,Prime farmland if drained,Very poorly drained,None,Poor,0.75,0.26,0.26,All Hydric,0.28,0.28,8.275,Frequent,0.8,Poor,clay loam,Harps,MN161,L84A
4626,2503,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,899.9999999,0.1697319,Cultivated Crops,300,300,300,0.000188591,Prime farmland if drained,Poorly drained,None,Poor,0.5,0.24,0.24,Partially Hydric,0.24,0.24,5.82,None,1,Poor,clay loam,Poorly drained soil,MN161,L83A
4626,2938,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,899.9999998,0.185517,Cultivated Crops,299.9999999,299.9999999,299.9999999,0.00020613,All areas are prime farmland,Well drained,None,Poor,0.5,0.24,0.24,Partially Hydric,0.24,0.24,4.46,None,2.95,Poor,loam,Reedslake,MN161,L113B
4626,2950,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,900,0.185517,Cultivated Crops,300,300,300,0.00020613,All areas are prime farmland,Somewhat poorly drained,None,Poor,0.5,0.24,0.24,Partially Hydric,0.24,0.24,4.94,None,2.1,Poor,clay loam,Le Sueur,MN161,L90A
4626,2566,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,900,0.1908081,Cultivated Crops,300,300,300,0.000212009,Prime farmland if drained,Very poorly drained,None,Poor,0.75,0.26,0.26,All Hydric,0.28,0.28,8.275,Frequent,0.8,Poor,clay loam,Harps,MN161,L84A
4626,2926,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,899.9999999,0.3961935,Cultivated Crops,300,300,300,0.000440215,All areas are prime farmland,Well drained,None,Poor,0.5,0.24,0.24,Partially Hydric,0.24,0.24,3.98,None,3.8,Poor,loam,Reedslake,MN161,L113B
4626,2580,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,5534.582519,0.7632324,Cultivated Crops,1844.86084,1844.86084,1844.86084,0.000137902,Prime farmland if drained,Very poorly drained,None,Poor,0.6666667,0.2533333,0.2533333,All Hydric,0.28,0.28,6.626666667,Frequent,3.233333333,Poor,clay loam,Harps,MN161,L84A
4626,2515,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,4903.912354,1.4275647,Cultivated Crops,1634.637451,1634.637451,1634.637451,0.000291107,Prime farmland if drained,Poorly drained,None,Poor,0.5,0.24,0.24,Partially Hydric,0.24,0.24,4.7775,None,3.775,Poor,clay loam,Poorly drained soil,MN161,L83A
4626,2693,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,71863.4369,9.5158644,Cultivated Crops,23954.47897,23954.47897,23954.47897,0.000132416,Prime farmland if drained,Poorly drained,None,Poor,0.5,0.2123077,0.2123077,Partially Hydric,0.24,0.24,4.356923077,None,2.238461538,Poor,clay loam,Poorly drained soil,MN161,L83A
4626,2181,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,99520.52765,17.4822388,Cultivated Crops,33173.50922,33173.50922,33173.50922,0.000175665,Prime farmland if drained,Poorly drained,None,Poor,0.5416667,0.2433333,0.2433333,Partially Hydric,0.24,0.24,5.9925,None,2.016666667,Poor,clay loam,Poorly drained soil,MN161,L83A
4626,2184,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,180719.3881,24.7014542,Cultivated Crops,60239.79603,60239.79603,60239.79603,0.000136684,Prime farmland if drained,Poorly drained,None,Poor,0.5967742,0.2477419,0.2477419,Partially Hydric,0.24,0.24,6.200645161,None,2.287096774,Poor,clay loam,Poorly drained soil,MN161,L83A
4626,2478,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,235857.4354,36.4780235,Cultivated Crops,78619.14513,78619.14513,78619.14513,0.000154661,Prime farmland if drained,Poorly drained,None,Poor,0.5714286,0.2247619,0.2247619,Partially Hydric,0.24,0.24,7.640952381,None,1.847619048,Poor,clay loam,Poorly drained soil,MN161,L83A
4626,2721,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,928323.2543,151.9575958,Cultivated Crops,309441.0848,309441.0848,309441.0848,0.00016369,Prime farmland if drained,Poorly drained,None,Poor,0.5571429,0.2457143,0.2457143,Partially Hydric,0.24,0.24,6.190285714,None,1.914285714,Poor,clay loam,Poorly drained soil,MN161,L83A
4626,3595,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,921207.1927,180.7135773,Cultivated Crops,307069.0642,307069.0642,307069.0642,0.00019617,Prime farmland if drained,Poorly drained,None,Poor,0.5656565,0.2447475,0.2447475,Partially Hydric,0.24,0.24,6.266262626,None,2.728282828,Poor,clay loam,Poorly drained soil,MN161,L83A
4626,2755,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,818163.53,181.3566742,Cultivated Crops,272721.1767,272721.1767,272721.1767,0.000221663,Prime farmland if drained,Poorly drained,None,Poor,0.5681818,0.2554545,0.2554545,Partially Hydric,0.28,0.28,5.77461039,None,3.346103896,Poor,silty clay loam,Mazaska,MN161,L91A
4626,2479,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1469897.231,273.010437,Cultivated Crops,489965.7437,489965.7437,489965.7437,0.000185734,Prime farmland if drained,Poorly drained,None,Poor,0.5340909,0.2436364,0.2436364,Partially Hydric,0.24,0.24,5.872272727,None,2.154545455,Poor,clay loam,Poorly drained soil,MN161,L83A
4626,2587,LES,3,7,211,146,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,1214.693874,0.1209303,Cultivated Crops,404.897958,404.897958,404.897958,9.95562E-05,All areas are prime farmland,Moderately well drained,None,Poor,0.3333333,0.2533333,0.2533333,Not Hydric,0.24,0.24,5.166666667,None,1.666666667,Poor,clay loam,Le Sueur,MN013,239
4626,3931,LES,3,7,211,146,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,23925.31594,1.9216906,Cultivated Crops,7975.105313,7975.105313,7975.105313,8.03204E-05,Prime farmland if drained,Poorly drained,None,Poor,0.5454546,0.2327273,0.2327273,All Hydric,0.28,0.28,16.63636364,None,1.5,Poor,silty clay loam,Marna,MN013,110
4626,2549,LES,3,7,211,146,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,84420.66226,6.768621,Cultivated Crops,28140.22075,28140.22075,28140.22075,8.01773E-05,Not prime farmland,Poorly drained,Frequent,Poor,0.2666667,0.2493333,0.2493333,All Hydric,0.24,0.24,4.844666667,None,6.273333333,Poor,silty clay loam,Alluvial land,MN013,1002
4626,3211,LES,3,7,211,146,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,496812.7255,37.8195229,Cultivated Crops,165604.2418,165604.2418,165604.2418,7.61243E-05,Prime farmland if drained,Poorly drained,None,Poor,0.4857143,0.2568571,0.2568571,All Hydric,0.28,0.28,7.157142857,None,2.085714286,Poor,silty clay loam,Marna,MN013,110
4626,2867,LES,3,7,211,146,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,509007.5369,57.8810539,Cultivated Crops,169669.179,169669.179,169669.179,0.000113714,Prime farmland if drained,Poorly drained,None,Poor,0.6333333,0.2696667,0.2696667,All Hydric,0.28,0.28,5.833333333,None,1.416666667,Poor,silty clay loam,Marna,MN013,110
4626,3479,LES,3,7,211,146,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,864530.5391,87.0790787,Cultivated Crops,288176.8464,288176.8464,288176.8464,0.000100724,Prime farmland if drained,Poorly drained,None,Poor,0.3818182,0.262,0.262,All Hydric,0.28,0.28,6.742484848,None,5.771515152,Poor,silty clay loam,Marna,MN013,110
4626,2545,LES,3,7,211,146,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,1196414.957,230.3402557,Cultivated Crops,398804.9858,398804.9858,398804.9858,0.000192525,Prime farmland if drained,Poorly drained,None,Poor,0.32,0.2450667,0.2450667,All Hydric,0.28,0.28,5.690933333,None,2.986666667,Poor,silty clay loam,Marna,MN013,110
4626,3495,LES,3,7,211,146,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,3022433.498,277.2165527,Cultivated Crops,1007477.833,1007477.833,1007477.833,9.17197E-05,Farmland of statewide importance,Very poorly drained,None,Poor,0.4,0.2581429,0.2581429,All Hydric,0.02,0.02,7.314285714,Frequent,2.142857143,Poor,muck,Muskego,MN013,525
