GeneID,MOs,MOsID,SedRed,Duck,Cost,sedbcr,duckbcr,FID_1,Subbasin,Zone,coords_x1,coords_x2,SB574,HydroSB,Zone_1,watershed
1171,TLMO,2670,0.0226,0,3.1276,7.225987978,0,8265,18,1,176659.3634,2342661.392,152,9,2,LES
1172,TLMO,2672,31.3601,0,2435.0678,12.87853258,0,3910,9,2,184235.8677,2343406.799,118,9,2,LES
1173,TLMO,2673,9.6258,0,713.0292,13.49986789,0,3911,9,2,184276.3725,2342847.351,130,9,2,LES
1174,TLMO,2691,0.0165,0,2.2841,7.223851845,0,8267,18,1,176690.7061,2342631.547,152,9,2,LES
1175,TLMO,2693,0.7589,0,266.3672,2.849074511,0,8269,18,1,198224.2109,2343388.486,125,18,2,LES
1176,TLMO,2694,0.6182,0,342.9608,1.802538366,0,8270,18,1,198524.5777,2343055.698,137,18,2,LES
1177,TLMO,2695,3.6575,0,554.0537,6.601345682,0,8271,18,1,198347.0833,2342940.57,150,18,2,LES
1178,TLMO,2700,2.3601,0,698.5826,3.378412231,0,2136,5,3,168714.472,2344187.02,112,5,3,LES
1179,TLMO,2701,23.2674,0,4021.2065,5.786173876,0,2137,5,3,168987.0281,2344224.072,112,5,3,LES
1180,TLMO,2702,7.5025,0,1553.9565,4.827998725,0,2138,5,3,168890.9094,2343021.83,127,4,3,LES
1181,TLMO,2703,0.1741,0,63.0321,2.762084716,0,2139,5,3,169253.8093,2342843.04,128,5,3,LES
1182,TLMO,2705,0.0906,0,31.7921,2.849764564,0,8273,18,1,197544.7113,2342648.716,125,18,2,LES
1183,TLMO,2715,0.096,0,13.2852,7.226086171,0,8275,18,1,176242.6664,2342594.753,152,9,2,LES
1184,TLMO,2716,250.4512,0,10751.5323,23.29446566,0,3912,9,2,181805.5759,2344731.478,106,9,2,LES
1185,TLMO,2717,1.9936,0,198.1251,10.06232931,0,3913,9,2,182810.0958,2343596.742,116,9,2,LES
1186,TLMO,2718,12.7355,0,1089.5576,11.68868906,0,3914,9,2,181205.8555,2344034.687,117,9,2,LES
1187,TLMO,2719,59.5823,0,4626.4863,12.87852079,0,3915,9,2,183292.4768,2343732.984,118,9,2,LES
1188,TLMO,2720,8.9902,0,665.9515,13.49978189,0,3916,9,2,183518.9201,2342805.836,118,9,2,LES
1189,TLMO,2721,9.8031,0,3440.8998,2.848993162,0,8276,18,1,196769.1066,2342936.835,125,18,2,LES
1190,TLMO,2744,0.0297,0,4.1021,7.240194047,0,8281,18,1,177047.6157,2342522.54,152,9,2,LES
1191,TLMO,2745,0.0054,0,2.1363,2.527734869,0,8282,18,1,200270.0908,2342509.969,138,18,1,LES
1192,TLMO,2754,0.4198,0,89.3017,4.700918348,0,8286,18,1,194775.6002,2344057.941,114,18,2,LES
1193,TLMO,2755,8.6399,0,3032.5845,2.849022014,0,8287,18,1,195478.9325,2343406.326,125,18,2,LES
1194,TLMO,2756,75.7265,0,12067.9728,6.27499757,0,8288,18,1,194057.5181,2343191.616,133,18,2,LES
1195,TLMO,2757,22.4309,0,1908.2948,11.75442075,0,8289,18,1,193045.9174,2343750.124,135,18,2,LES
1196,TLMO,2769,0.2201,0,25.2926,8.702150036,0,2442,8,3,158559.6804,2342464.736,103,3,3,LES
1197,TLMO,2771,4.3752,0,502.7171,8.703105584,0,2444,8,3,158778.8217,2342642.573,103,3,3,LES
1198,TLMO,2773,0.2578,0,35.6718,7.226997236,0,8291,18,1,176310.2071,2342485.084,152,9,2,LES
1199,TLMO,2779,62.9445,0,7998.3789,7.869657188,0,8292,18,1,190853.0704,2343255.565,121,18,2,LES
1200,TLMO,2780,4.5749,0,729.0622,6.275047589,0,8293,18,1,192503.4283,2342860.768,133,18,2,LES
1201,TLMO,2781,58.4178,0,4969.8564,11.75442413,0,8294,18,1,192026.9905,2343260.925,135,18,2,LES
1202,TLMO,2782,0.4285,0,42.7999,10.01170563,0,8295,18,1,190742.0935,2342424.543,142,18,2,LES
1203,TLMO,2791,0.0039,0,2.1363,1.825586294,0,1736,4,3,167210.0908,2342389.969,123,4,3,LES
1204,TLMO,2793,0.0784,0,6.6718,11.75095177,0,8299,18,1,192755.0908,2342392.162,135,18,2,LES
1205,TLMO,2803,0.01,0,5.5764,1.793271645,0,1737,4,3,167161.6582,2342362.162,123,4,3,LES
1206,TLMO,2804,6.1657,0,1065.5962,5.786150514,0,2141,5,3,169788.5035,2343284.251,112,5,3,LES
1207,TLMO,2805,0.8656,0,179.2851,4.828064351,0,2142,5,3,169449.56,2343138.126,127,4,3,LES
1208,TLMO,2806,3.4484,0,1248.5348,2.761957456,0,2143,5,3,169867.0981,2342783.341,128,5,3,LES
1209,TLMO,2820,16.5383,0,2036.0986,8.122543771,0,8301,18,1,188341.1243,2343709.113,120,9,2,LES
1210,TLMO,2821,30.331,0,3854.1678,7.869662551,0,8302,18,1,189452.5032,2343277.839,121,18,2,LES
1211,TLMO,2822,58.4969,0,5564.2739,10.51294402,0,8303,18,1,186819.5064,2342993.37,132,9,2,LES
1212,TLMO,2823,68.2055,0,7966.782,8.561235892,0,8304,18,1,188189.4609,2343002.574,136,9,2,LES
1213,TLMO,2825,0.0057,0,2.2841,2.495512456,0,8306,18,1,200900.7061,2342332.777,138,18,1,LES
1214,TLMO,2837,0.0238,0,3.3359,7.13450643,0,8308,18,1,194090.0908,2342302.162,154,18,2,LES
1215,TLMO,2850,1.9519,0,316.9431,6.158518674,0,2445,8,3,156944.4401,2343001.354,108,3,3,LES
1216,TLMO,2851,7.3028,0,1453.5723,5.0240363,0,9392,19,3,156927.0163,2342646.701,168,8,3,MAP
1217,TLMO,2852,1.1252,0,223.9638,5.024026204,0,9393,19,3,157451.5765,2342555.67,168,8,3,MAP
1218,TLMO,2855,11.1408,0,865.0673,12.87853558,0,3918,9,2,184830.3566,2343515.295,118,9,2,LES
1219,TLMO,2856,19.6345,0,1454.4329,13.49976338,0,3919,9,2,184884.3076,2342678.584,130,9,2,LES
1220,TLMO,2857,64.3705,0,6122.9753,10.51294458,0,8311,18,1,185629.3468,2343102.605,132,9,2,LES
1221,TLMO,2866,3.3415,0,396.1923,8.434035694,0,4253,10,3,172673.7251,2343721.985,126,5,3,LES
1222,TLMO,2867,2.191,0,1886.6746,1.161302537,0,4254,10,3,172996.2699,2343652.969,126,5,3,LES
1223,TLMO,2868,2.57,0,1878.4113,1.368177459,0,2144,5,3,172998.9331,2342888.859,129,5,3,LES
1224,TLMO,2869,0.0251,0,2.1363,11.74928615,0,8313,18,1,192682.2832,2342242.162,135,18,2,LES
1225,TLMO,2870,0.0238,0,3.3359,7.13450643,0,8314,18,1,194090.0908,2342242.162,154,18,2,LES
1226,TLMO,2871,0.0045,0,1.7988,2.501667779,0,8315,18,1,201468.3532,2342243.193,138,18,1,LES
1227,TLMO,2885,0.012,0,6.6718,1.798615066,0,8317,18,1,198650.0908,2342227.162,137,18,2,LES
1228,TLMO,2903,0.2049,0,40.7739,5.025273521,0,9394,19,3,157556.1136,2342247.836,168,8,3,MAP
1229,TLMO,2904,0.038,0,2.2841,16.6367497,0,8318,18,1,179810.7061,2342181.547,99,9,2,LES
1230,TLMO,2926,0.0095,0,3.3359,2.847807188,0,8320,18,1,196160.0908,2342122.162,125,18,2,LES
1231,TLMO,2934,0.2073,0,41.2588,5.024382677,0,9395,19,3,157349.1152,2342183.796,168,8,3,MAP
1232,TLMO,2935,0.7281,0,105.6454,6.891923359,0,4396,11,3,161502.8067,2342830.9,115,4,3,LES
1233,TLMO,2936,2.4476,0,1120.1962,2.184974382,0,4397,11,3,161865.4536,2342536.638,124,4,3,LES
1234,TLMO,2938,0.0095,0,3.3359,2.847807188,0,8321,18,1,196130.0908,2342092.162,125,18,2,LES
1235,TLMO,2941,1.2003,0,352.446,3.405628096,0,1739,4,3,166637.9477,2343302.294,107,4,3,LES
1236,TLMO,2942,4.7666,0,2650.0332,1.798694447,0,1740,4,3,166526.3988,2342741.339,123,4,3,LES
1237,TLMO,2943,0.0257,0,9.3069,2.761392085,0,2149,5,3,170062.4046,2342070.161,128,5,3,LES
1238,TLMO,2950,0.0095,0,3.3359,2.847807188,0,8324,18,1,196100.0908,2342032.162,125,18,2,LES
1239,TLMO,2957,0.0103,0,3.7277,2.763097889,0,2151,5,3,169927.7807,2342057.03,128,5,3,LES
1240,TLMO,2959,0.0661,0,4.8939,13.50661027,0,3921,9,2,182960.3027,2342009.262,130,9,2,LES
1241,TLMO,2960,0.0225,0,2.1363,10.53222862,0,8326,18,1,186590.0908,2342004.354,132,9,2,LES
1242,TLMO,2964,6.943,0,797.7754,8.70295073,0,2446,8,3,158146.6084,2342606.712,103,3,3,LES
1243,TLMO,2965,3.9408,0,784.3972,5.023985297,0,9396,19,3,158269.3239,2342272.309,168,8,3,MAP
1244,TLMO,2966,0.0303,0,3.3359,9.083006085,0,4398,11,3,160490.0908,2341972.162,147,8,3,MAP
1245,TLMO,3000,3.1908,0,351.4525,9.078894018,0,4400,11,3,160675.7774,2342080.302,147,8,3,MAP
1246,TLMO,3022,0.0901,0,7.7093,11.68718301,0,3923,9,2,182671.1353,2341797.258,117,9,2,LES
1247,TLMO,3031,2.3147,0,460.7281,5.024004397,0,9397,19,3,157060.3998,2341951.269,168,8,3,MAP
1248,TLMO,3032,3.6879,0,1687.858,2.184958687,0,4401,11,3,161598.5412,2341993.501,124,4,3,LES
1249,TLMO,3033,7.2426,0,797.7384,9.078916096,0,4402,11,3,161024.7295,2341837.514,147,8,3,MAP
1250,TLMO,3037,0.0108,0,2.1363,5.055469737,0,9398,19,3,157157.8984,2341672.162,168,8,3,MAP
1251,TLMO,3038,0.0084,0,3.3359,2.518061093,0,8327,18,1,201290.0908,2341672.162,138,18,1,LES
1252,TLMO,3052,5.3076,0,861.85,6.158380229,0,2447,8,3,156075.6416,2342506.141,108,3,3,LES
1253,TLMO,3053,9.5802,0,1906.8761,5.024028567,0,9399,19,3,156243.516,2342014.138,168,8,3,MAP
1254,TLMO,3054,2.2946,0,456.7175,5.024112279,0,9400,19,3,156757.0493,2341909.713,168,8,3,MAP
1255,TLMO,3077,0.1547,0,11.4566,13.50313356,0,3925,9,2,184372.0704,2341537.209,130,9,2,LES
1256,TLMO,3086,7.3018,0,804.2575,9.078933053,0,4403,11,3,159321.9114,2341871.453,147,8,3,MAP
1257,TLMO,3105,0.2894,0,40.0447,7.226923913,0,8333,18,1,177805.8146,2341503.093,152,9,2,LES
1258,TLMO,3107,0.022,0,3.3359,6.59492191,0,8334,18,1,198650.0908,2341432.162,150,18,2,LES
1259,TLMO,3119,0.0392,0,3.3359,11.75095177,0,8335,18,1,191600.0908,2341402.162,135,18,2,LES
1260,TLMO,3123,0.0303,0,3.3359,9.083006085,0,4405,11,3,160460.0908,2341372.162,147,8,3,MAP
1261,TLMO,3126,0.2763,0,27.9236,9.894855964,0,8337,18,1,186234.7626,2341436.775,149,9,2,LES
1262,TLMO,3137,0.1034,0,20.5863,5.022757854,0,9402,19,3,157608.9385,2341388.927,168,8,3,MAP
1263,TLMO,3139,19.5269,0,1016.9096,19.2021985,0,3932,9,2,180168.4626,2344871.376,97,9,2,LES
1264,TLMO,3140,164.9075,0,9913.933,16.6339131,0,3933,9,2,179953.9804,2342982.084,99,9,2,LES
1265,TLMO,3141,46.7899,0,4608.9937,10.15186894,0,3934,9,2,179067.3129,2344081.129,105,1,2,LES
1266,TLMO,3142,12.607,0,541.2022,23.29443598,0,3935,9,2,180464.8849,2344760.953,106,9,2,LES
1267,TLMO,3143,38.204,0,3268.4603,11.68868412,0,3936,9,2,180409.3402,2342868.487,117,9,2,LES
1268,TLMO,3144,94.8715,0,3707.6158,25.58827697,0,8339,18,1,178767.7757,2342594.542,122,9,2,LES
1269,TLMO,3145,20.7845,0,2875.9502,7.227002749,0,8340,18,1,179557.3214,2341699.323,152,9,2,LES
1270,TLMO,3147,0.0115,0,2.2841,5.034805832,0,9403,19,3,156710.7061,2341311.547,168,8,3,MAP
1271,TLMO,3149,1.8583,0,204.6805,9.079028046,0,4705,13,3,159305.7747,2341495.759,147,8,3,MAP
1272,TLMO,3154,0.0168,0,3.3359,5.036122186,0,9405,19,3,156410.0908,2341282.162,168,8,3,MAP
1273,TLMO,3155,0.1652,0,19.1551,8.624335033,0,2235,6,3,158896.8508,2344203.156,92,2,3,LES
1274,TLMO,3156,9.5943,0,1102.4117,8.703009955,0,2448,8,3,158740.9409,2343451.415,103,3,3,LES
1275,TLMO,3157,24.1142,0,3499.1485,6.891448019,0,4406,11,3,159394.9685,2343293.714,115,4,3,LES
1276,TLMO,3158,19.826,0,2183.7326,9.078950417,0,4407,11,3,159658.1318,2342184.216,147,8,3,MAP
1277,TLMO,3174,0.0168,0,3.3359,5.036122186,0,9408,19,3,158090.0908,2341222.162,168,8,3,MAP
1278,TLMO,3175,0.006,0,3.3359,1.798615066,0,1744,4,3,167060.0908,2341222.162,123,4,3,LES
1279,TLMO,3186,0.0078,0,2.2841,3.414911781,0,2155,5,3,167720.7061,2341162.777,143,4,3,LES
1280,TLMO,3191,0.1475,0,53.4111,2.761598245,0,2156,5,3,170139.4348,2341297.928,128,5,3,LES
1281,TLMO,3210,1.7708,0,352.4675,5.024009306,0,9410,19,3,157284.346,2341335.809,168,8,3,MAP
1282,TLMO,3211,2.1385,0,1841.4736,1.161298212,0,2157,5,3,173922.0898,2342446.832,126,5,3,LES
1283,TLMO,3212,3.3247,0,2430.0089,1.368184289,0,2158,5,3,173756.9092,2342281.416,129,5,3,LES
1284,TLMO,3217,5.4258,0,516.1076,10.51292405,0,8343,18,1,186501.6902,2341857.354,132,9,2,LES
1285,TLMO,3218,2.441,0,246.6935,9.894869545,0,8344,18,1,186369.9593,2341694.844,149,9,2,LES
1286,TLMO,3219,1.7147,0,951.2891,1.802501469,0,8345,18,1,200282.15,2343132.97,137,18,2,LES
1287,TLMO,3220,22.9747,0,9195.199,2.498553865,0,8346,18,1,200633.7599,2341949.18,138,18,1,LES
1288,TLMO,3223,0.55,0,161.4753,3.406093687,0,1745,4,3,167056.7272,2343282.056,107,4,3,LES
1289,TLMO,3224,0.3533,0,104.569,3.378630378,0,2159,5,3,167316.684,2343340.517,111,4,3,LES
1290,TLMO,3225,12.7723,0,7100.833,1.798704462,0,1746,4,3,167503.1837,2342121.982,123,4,3,LES
1291,TLMO,3226,21.2841,0,4408.4919,4.827977568,0,2160,5,3,168168.6793,2342717.701,127,4,3,LES
1292,TLMO,3227,5.6363,0,1660.8275,3.393669722,0,2161,5,3,168186.9153,2341304.56,143,4,3,LES
1293,TLMO,3231,12.9422,0,7180.185,1.802488376,0,8349,18,1,199234.225,2342485.865,137,18,2,LES
1294,TLMO,3232,1.5051,0,227.9961,6.601428709,0,8350,18,1,198816.0372,2341312.283,150,18,2,LES
1295,TLMO,3233,12.3641,0,1582.2789,7.814109131,0,8351,18,1,199423.3642,2341276.371,163,18,2,LES
1296,TLMO,3243,4.2286,0,465.7534,9.079053422,0,4706,13,3,159293.9649,2341197.457,147,8,3,MAP
1297,TLMO,3244,5.4993,0,3057.3625,1.798707219,0,1747,4,3,166604.9664,2341591.588,123,4,3,LES
1298,TLMO,3245,0.1792,0,66.3539,2.700670194,0,1748,4,3,166638.2938,2341025.65,123,4,3,LES
1299,TLMO,3250,1.9054,0,218.9315,8.703178848,0,2449,8,3,158836.4894,2342313.289,103,3,3,LES
1300,TLMO,3251,11.0384,0,1215.8181,9.078989694,0,4707,13,3,158814.0085,2341651.425,147,8,3,MAP
1301,TLMO,3252,0.6489,0,129.1471,5.024503067,0,9412,19,3,158708.2354,2342139.535,168,8,3,MAP
1302,TLMO,3253,1.0614,0,311.6351,3.405906459,0,1749,4,3,165069.1291,2343317.751,107,4,3,LES
1303,TLMO,3254,2.4658,0,9146.6741,0.269584329,0,1750,4,3,165216.9467,2342270.369,113,4,3,LES
1304,TLMO,3255,5.7295,0,3185.3388,1.798709764,0,1751,4,3,165951.0231,2342181.807,113,4,3,LES
1305,TLMO,3256,2.8597,0,1058.8286,2.700814844,0,4501,12,3,165133.2819,2341111.442,153,4,3,LES
1306,TLMO,3282,9.7249,0,1071.1436,9.078988102,0,4408,11,3,160777.4707,2341298.074,147,8,3,MAP
1307,TLMO,3296,0.6701,0,133.3707,5.024341928,0,9413,19,3,157264.3475,2340964.562,168,8,3,MAP
1308,TLMO,3297,3.1629,0,629.5608,5.023978621,0,9414,19,3,157802.2932,2341110.209,168,8,3,MAP
1309,TLMO,3298,0.1353,0,14.8996,9.080780692,0,4708,13,3,158620.8643,2340940.206,147,8,3,MAP
1310,TLMO,3314,5.0186,0,552.7681,9.079033323,0,4710,13,3,158530.065,2341500.267,147,8,3,MAP
1311,TLMO,3315,9.0978,0,1810.8524,5.024042821,0,9416,19,3,158225.048,2341420.233,168,8,3,MAP
1312,TLMO,3316,7.8631,0,1628.6448,4.828001784,0,2162,5,3,168893.7755,2342142.698,127,4,3,LES
1313,TLMO,3317,0.7058,0,255.5342,2.762056899,0,2163,5,3,169195.5612,2342424.523,128,5,3,LES
1314,TLMO,3318,5.1143,0,1507.0105,3.39367244,0,2164,5,3,168862.0645,2341340.602,143,4,3,LES
1315,TLMO,3319,0.0482,0,6.6718,7.224437183,0,8354,18,1,180035.0908,2340832.162,152,9,2,LES
1316,TLMO,3321,0.3561,0,53.9448,6.60119233,0,8355,18,1,197270.6315,2340876.584,150,18,2,LES
1317,TLMO,3329,0.017,0,1.8743,9.07005282,0,4711,13,3,158983.9512,2341024.92,147,8,3,MAP
1318,TLMO,3330,4.3395,0,477.9673,9.079072983,0,4712,13,3,160120.8692,2340979.801,147,8,3,MAP
1319,TLMO,3331,0.0241,0,3.3359,7.224437183,0,8356,18,1,180080.0908,2340802.162,152,9,2,LES
1320,TLMO,3344,25.2957,0,4107.5246,6.158380646,0,2451,8,3,155109.2341,2342439.846,108,3,3,LES
1321,TLMO,3346,15.8627,0,3157.372,5.024019976,0,9418,19,3,155281.0734,2341239.379,168,8,3,MAP
1322,TLMO,3347,14.912,0,2968.1451,5.024013145,0,9419,19,3,156427.0951,2341146.264,168,8,3,MAP
1323,TLMO,3348,0.0241,0,3.3359,7.224437183,0,8358,18,1,179810.0908,2340772.162,152,9,2,LES
1324,TLMO,3349,0.0482,0,6.6718,7.224437183,0,8359,18,1,180155.0908,2340772.162,152,9,2,LES
1325,TLMO,3355,0.0165,0,2.2841,7.223851845,0,8361,18,1,179209.4756,2340741.547,152,9,2,LES
1326,TLMO,3356,0.0482,0,6.6718,7.224437183,0,8362,18,1,179855.0908,2340742.162,152,9,2,LES
1327,TLMO,3358,0.0384,0,3.268,11.750306,0,8364,18,1,191990.3498,2340742.436,135,18,2,LES
1328,TLMO,3360,0.2768,0,38.7686,7.139798703,0,8366,18,1,194625.2779,2340799.497,154,18,2,LES
1329,TLMO,3366,0.0335,0,6.6718,5.021133727,0,9421,19,3,157925.0908,2340712.162,168,8,3,MAP
1330,TLMO,3377,0.0336,0,3.3359,10.07224437,0,5241,15,3,174140.0908,2340682.162,165,5,3,LES
1331,TLMO,3397,23.8123,0,1763.9039,13.49977173,0,3938,9,2,184210.9252,2341019.685,130,9,2,LES
1332,TLMO,3399,106.3079,0,7874.7854,13.49978375,0,3939,9,2,185009.9491,2341638.807,130,9,2,LES
1333,TLMO,3400,16.7271,0,1591.0905,10.51297836,0,8372,18,1,185890.3114,2341949.768,132,9,2,LES
1334,TLMO,3401,13.1094,0,1324.8485,9.895018185,0,8373,18,1,185966.3729,2341008.967,149,9,2,LES
1335,TLMO,3408,0.046,0,6.4379,7.145187095,0,8375,18,1,194683.5143,2340718.144,154,18,2,LES
1336,TLMO,3413,0.0151,0,2.2841,6.610918962,0,8377,18,1,197480.7061,2340591.547,150,18,2,LES
1337,TLMO,3420,4.6223,0,639.5804,7.227082006,0,8378,18,1,177761.9181,2341005.927,152,9,2,LES
1338,TLMO,3421,2.4964,0,150.0763,16.6342054,0,3940,9,2,181158.6779,2341824.155,99,9,2,LES
1339,TLMO,3423,84.6417,0,7241.3405,11.68867836,0,3942,9,2,181895.8725,2341568.985,117,9,2,LES
1340,TLMO,3424,68.3271,0,5061.3497,13.49977853,0,3943,9,2,183406.7041,2341566.176,130,9,2,LES
1341,TLMO,3425,41.8688,0,5793.3869,7.22699877,0,8379,18,1,180752.5822,2340955.899,152,9,2,LES
1342,TLMO,3428,0.0668,0,13.2854,5.028075933,0,9422,19,3,156087.5001,2340564.739,168,8,3,MAP
1343,TLMO,3429,0.0238,0,3.3359,7.13450643,0,8380,18,1,195770.0908,2340532.162,154,18,2,LES
1344,TLMO,3430,0.0193,0,7.7284,2.497282749,0,8381,18,1,200133.4306,2340541.943,138,18,1,LES
1345,TLMO,3437,0.0108,0,2.1363,5.055469737,0,9423,19,3,156050.0908,2340504.354,168,8,3,MAP
1346,TLMO,3438,0.0451,0,4.5024,10.01687989,0,8382,18,1,191928.3428,2340518.732,142,18,2,LES
1347,TLMO,3440,0.3402,0,51.5256,6.602543202,0,8384,18,1,197281.5757,2340524.038,150,18,2,LES
1348,TLMO,3446,6.1796,0,855.0697,7.22701319,0,8385,18,1,177406.33,2340723.15,152,9,2,LES
1349,TLMO,3447,2.9745,0,295.5722,10.06353101,0,5242,15,3,177295.039,2340556.972,165,5,3,LES
1350,TLMO,3461,0.0723,0,10.0078,7.224364995,0,8386,18,1,181501.7575,2340450.495,152,9,2,LES
1351,TLMO,3462,19.8411,0,1887.3018,10.51294499,0,8387,18,1,187446.6313,2341783.773,132,9,2,LES
1352,TLMO,3463,42.0236,0,4908.5864,8.561242805,0,8388,18,1,188638.9862,2341582.351,136,9,2,LES
1353,TLMO,3464,9.0387,0,1333.1758,6.779826036,0,8389,18,1,187913.945,2341385.784,139,18,2,LES
1354,TLMO,3465,0.1951,0,26.9168,7.248261309,0,8390,18,1,188403.489,2340719.244,136,9,2,LES
1355,TLMO,3467,34.7959,0,2466.457,14.1076451,0,8392,18,1,189220.4232,2341167.505,144,18,2,LES
1356,TLMO,3475,0.0003,0,6.6718,0.044965377,0,2170,5,3,172580.0908,2340427.162,131,5,3,LES
1357,TLMO,3476,30.7945,0,3033.3779,10.15188381,0,3944,9,2,177734.5118,2344063.531,105,1,2,LES
1358,TLMO,3477,1.7234,0,83.1883,20.71685562,0,8393,18,1,176212.0724,2343068.336,119,9,2,LES
1359,TLMO,3478,118.8487,0,4644.6559,25.58826801,0,8394,18,1,177559.2735,2342797.545,122,9,2,LES
1360,TLMO,3479,3.7213,0,3204.4473,1.161292308,0,4256,10,3,176221.3466,2341032.194,126,5,3,LES
1361,TLMO,3480,47.5699,0,6582.2423,7.227005302,0,8395,18,1,176729.0489,2341753.915,152,9,2,LES
1362,TLMO,3481,3.8563,0,383.1884,10.063718,0,5243,15,3,176331.8589,2340483.601,165,5,3,LES
1363,TLMO,3482,0.6695,0,92.6344,7.227336713,0,8396,18,1,181354.284,2340483.57,152,9,2,LES
1364,TLMO,3493,12.4929,0,411.8193,30.3358779,0,4257,10,3,174948.7712,2343052.604,104,9,2,LES
1365,TLMO,3494,15.3434,0,740.6156,20.71708995,0,8397,18,1,175472.981,2343003.643,119,9,2,LES
1366,TLMO,3495,13.0097,0,11202.8764,1.161282115,0,4258,10,3,175048.1118,2341793.831,126,5,3,LES
1367,TLMO,3497,3.7361,0,516.9662,7.226971512,0,8398,18,1,175670.7364,2342478.61,152,9,2,LES
1368,TLMO,3498,6.7166,0,667.4104,10.06367297,0,5244,15,3,174692.2686,2340656.686,165,5,3,LES
1369,TLMO,3519,3.3033,0,2414.3454,1.368196945,0,2173,5,3,172908.5989,2342005.296,129,5,3,LES
1370,TLMO,3520,0.1388,0,3267.5729,0.042478012,0,2174,5,3,172998.2059,2340937.308,131,5,3,LES
1371,TLMO,3521,1.408,0,1029.1146,1.368166383,0,2175,5,3,173694.4515,2341291.88,129,5,3,LES
1372,TLMO,3522,0.0443,0,1042.9768,0.042474579,0,2176,5,3,173601.7046,2340732.521,131,5,3,LES
1373,TLMO,3523,7.1424,0,709.7258,10.06360485,0,5245,15,3,173975.3997,2340650.857,165,5,3,LES
1374,TLMO,3544,0.0113,0,3.3359,3.387391708,0,2177,5,3,168770.0908,2340292.162,143,4,3,LES
1375,TLMO,3554,0.0227,0,6.6718,3.402380167,0,2179,5,3,168725.0908,2340262.162,143,4,3,LES
1376,TLMO,3558,1.8062,0,359.5161,5.023975282,0,9427,19,3,156003.3896,2340563.012,168,8,3,MAP
1377,TLMO,3559,0.2001,0,28.3162,7.066626172,0,4714,13,3,160251.8142,2340231.596,146,13,3,COB
1378,TLMO,3561,11.7006,0,4332.2375,2.700821458,0,4503,12,3,165406.0185,2340572.893,153,4,3,LES
1379,TLMO,3579,0.3093,0,91.1432,3.393560902,0,2180,5,3,168511.0875,2340354.184,143,4,3,LES
1380,TLMO,3580,19.6872,0,769.382,25.58832933,0,8409,18,1,178507.07,2341898.111,122,9,2,LES
1381,TLMO,3581,29.3585,0,4062.3322,7.227006201,0,8410,18,1,178723.2301,2341059.565,152,9,2,LES
1382,TLMO,3586,0.2123,0,52.8618,4.016132633,0,1753,4,3,163215.3764,2343321.066,93,4,3,LES
1383,TLMO,3587,0.1101,0,32.3214,3.406411851,0,1754,4,3,164475.3113,2343303.067,107,4,3,LES
1384,TLMO,3588,0.6316,0,2342.8342,0.269588006,0,1755,4,3,164278.8991,2342761.079,113,4,3,LES
1385,TLMO,3589,22.5039,0,10299.5569,2.184938655,0,4409,11,3,163589.0655,2342060.168,124,4,3,LES
1386,TLMO,3590,1.1403,0,422.1802,2.700979345,0,4505,12,3,164471.9612,2340388.026,153,4,3,LES
1387,TLMO,3591,11.9119,0,4877.7666,2.442080767,0,4506,12,3,163907.3685,2340724.563,155,11,3,COB
1388,TLMO,3592,0.0227,0,6.6718,3.402380167,0,2181,5,3,169385.0908,2340142.162,143,4,3,LES
1389,TLMO,3593,0.0883,0,12.21,7.231777232,0,8411,18,1,179096.2885,2340161.967,152,9,2,LES
1390,TLMO,3595,9.728,0,3414.5236,2.84900652,0,8413,18,1,196743.2627,2342231.854,125,18,2,LES
1391,TLMO,3596,0.7952,0,441.169,1.802483855,0,8414,18,1,198585.2092,2341896.119,137,18,2,LES
1392,TLMO,3597,69.159,0,10476.6043,6.60128015,0,8415,18,1,197823.5365,2341229.516,150,18,2,LES
1393,TLMO,3598,46.0838,0,6455.6053,7.138571498,0,8416,18,1,196458.4461,2341154.355,154,18,2,LES
1394,TLMO,3599,1.5099,0,193.2263,7.814153663,0,8417,18,1,198280.7211,2340335.252,163,18,2,LES
1395,TLMO,3602,4.7844,0,952.3094,5.023997453,0,9428,19,3,156928.5026,2340545.45,168,8,3,MAP
1396,TLMO,3603,1.1402,0,125.5852,9.079095307,0,4715,13,3,159242.5744,2340633.145,147,8,3,MAP
1397,TLMO,3604,4.1711,0,1909.0157,2.184947981,0,4410,11,3,161850.5462,2341295.229,124,4,3,LES
1398,TLMO,3605,3.615,0,4343.3711,0.832302817,0,4716,13,3,161453.8502,2340556.974,140,11,3,COB
1399,TLMO,3606,10.7338,0,1182.2779,9.078914526,0,4411,11,3,161160.6904,2341269.869,147,8,3,MAP
1400,TLMO,3607,0.5176,0,128.9264,4.014693655,0,1756,4,3,162673.4996,2343279.909,93,4,3,LES
1401,TLMO,3608,1.0181,0,147.7319,6.891537982,0,4412,11,3,162014.02,2343225.823,115,4,3,LES
1402,TLMO,3609,17.1904,0,7867.6798,2.184938945,0,4413,11,3,162545.7429,2341897.555,124,4,3,LES
1403,TLMO,3610,0.7234,0,869.1134,0.832342477,0,4717,13,3,162478.0389,2340330.586,140,11,3,COB
1404,TLMO,3611,0.0652,0,26.7018,2.441782951,0,4718,13,3,162919.732,2340186.829,155,11,3,COB
