wcmoid,wcmograssshare,H_temp_mallard,H_temp_gadwall,H_temp_bwt,H_temp_ns,H_temp_np,H_seasonal_mallard,H_seasonal_gadwall,H_seasonal_bwt,H_seasonal_ns,H_seasonal_np,H_semiper_mallard,H_semiper_gadwall,H_semiper_bwt,H_semiper_ns,H_semiper_np,shapeareakm2
12023,0.066480851,3.776362455,4.892777485,7.998457241,1.393959852,5.473494607,1.022029811,5.245610999,10.13415439,2.156224829,2.052581089,0.094031533,0.520642309,4.897909316,0.42860065,0.350218438,0.004222283
5505,0.015157639,3.261694508,4.224082308,6.940248433,1.209711787,4.780366257,0.891345941,4.575933742,8.878712187,1.889368531,1.810051426,0.083499639,0.460711682,4.369702216,0.382449204,0.3145037,0.004222305
13631,0.035437545,3.246793862,4.203310432,6.912259061,1.204857308,4.764707184,0.883224948,4.534234348,8.80223549,1.873125664,1.795824013,0.082788647,0.455854404,4.334717769,0.379402677,0.312229784,0.004222737
11298,0.021844911,4.107801526,5.324781299,8.675683391,1.511847312,5.913004593,1.108197888,5.687165977,10.95780636,2.331271319,2.210458281,0.100806687,0.559997425,5.235713777,0.458102635,0.372849767,0.004223404
15962,0.026139138,4.194709301,5.436747899,8.855081318,1.543089806,6.031272307,1.127690971,5.786972624,11.14519141,2.371104782,2.246766472,0.102328392,0.568124234,5.312143765,0.464786372,0.378043792,0.004224003
13197,0.053744584,4.295462554,5.569070846,9.058977534,1.578569226,6.161663042,1.155865371,5.931386526,11.41291105,2.427989817,2.297572638,0.104504281,0.581315077,5.419847468,0.474184963,0.385170053,0.004224112
3225,0.108718269,3.479662053,4.508480686,7.38688504,1.287464936,5.071340308,0.950286178,4.878058079,9.444324844,2.009588323,1.919053342,0.088324413,0.488848966,4.611425562,0.40356179,0.330802818,0.004225326
12614,0.04886399,3.405256184,4.409605732,7.237773267,1.261530512,4.977570642,0.925191839,4.749334721,9.205656743,1.958877317,1.873793527,0.086236258,0.475699912,4.507797397,0.394523353,0.323940462,0.004225538
13270,0.018481115,3.693837934,4.784985801,7.830184667,1.364670676,5.364659801,0.999703439,5.131182614,9.920842306,2.110891943,2.011745509,0.092244996,0.510144741,4.808866102,0.420825488,0.34426149,0.004226286
90,0.061517783,3.48128102,4.511695488,7.388442725,1.287723096,5.070580794,0.953414854,4.894156819,9.473235923,2.015723934,1.924234387,0.088588585,0.490998913,4.624107089,0.404661713,0.331587935,0.004226625
9154,0.099450379,3.727181258,4.829379928,7.896769247,1.376249967,5.406307291,1.011026325,5.189261917,10.02825466,2.133712518,2.03203431,0.093174701,0.516047038,4.854868911,0.424837018,0.347294092,0.004227034
18183,0.082646353,4.403169308,5.708111443,9.280703537,1.617179208,6.307251477,1.180742477,6.058770539,11.65160917,2.478727819,2.343683744,0.106446429,0.59186239,5.517224796,0.482698353,0.391767463,0.004230475
4197,0.032624406,3.283821215,4.253275507,6.985209662,1.217535817,4.809268775,0.898401105,4.612120128,8.946376264,1.903749526,1.823062359,0.084101894,0.464387395,4.399903387,0.385085464,0.316538767,0.004230627
2289,0.108972431,3.89987917,5.056049069,8.247614228,1.437306992,5.631938364,1.059714722,5.438862187,10.49262449,2.232392775,2.120645708,0.097039589,0.53935451,5.047049441,0.441610894,0.360096336,0.00423142
15376,0.066542866,3.985623511,5.164899726,8.427455888,1.468646943,5.753310048,1.075247222,5.518291171,10.64406826,2.264603341,2.15071597,0.098251231,0.544790764,5.108954485,0.44703766,0.364431405,0.004231976
11351,0.065312046,3.566571407,4.619720023,7.568742302,1.319151047,5.193628657,0.967870318,4.968073075,9.615433762,2.045976823,1.952856968,0.089712293,0.495771762,4.682076426,0.409747647,0.33571063,0.00423334
8436,0.091202499,3.559423628,4.611084001,7.552886648,1.316382066,5.182080819,0.967862619,4.968070702,9.61461271,2.045796126,1.952439004,0.089728112,0.496234598,4.682528043,0.409782373,0.335697051,0.004233431
1362,0.106205371,3.559235479,4.612554883,7.549641263,1.315796195,5.177087548,0.972221535,4.990507314,9.654625484,2.054285644,1.95951806,0.090108173,0.49938764,4.700700808,0.411357714,0.336812275,0.004234865
13332,0.019622169,3.787634824,4.907103382,8.022520365,1.398155351,5.49013914,1.024133901,5.256379636,10.15517722,2.160699399,2.056904972,0.094207902,0.521452693,4.907178384,0.429413709,0.350893744,0.004235178
14544,0.039458615,3.752998107,4.861730029,7.952091938,1.385898209,5.444786641,1.014467585,5.206830279,10.06293721,2.141097626,2.03928731,0.093438262,0.516858881,4.868883101,0.426070702,0.348339872,0.00423602
13431,0.020074891,3.389477501,4.388818671,7.206132983,1.256026789,4.957652093,0.920375913,4.724643038,9.160057887,1.949189835,1.86520419,0.0858466,0.473310116,4.48859373,0.39284821,0.32268207,0.004236312
14412,0.038477581,3.538332074,4.582348196,7.512035061,1.309287035,5.157843133,0.958769371,4.921399753,9.528932449,2.027597567,1.936462374,0.088964522,0.491124669,4.645006077,0.406513871,0.333258461,0.004236425
12679,0.02184265,3.791104863,4.911826804,8.029383438,1.399348175,5.494362462,1.025613698,5.263975969,10.16927469,2.163694781,2.059582896,0.09433444,0.522291573,4.913483476,0.429963311,0.351313325,0.00423924
9574,0.011854448,3.452494251,4.471657805,7.334104691,1.278296636,5.039857425,0.93931891,4.821775384,9.341199349,1.987685733,1.899888988,0.087415415,0.482784955,4.566920169,0.399685309,0.327927007,0.004240437
15388,0.045048786,4.029819572,5.222185737,8.518522346,1.484504373,5.813171842,1.086059712,5.573683248,10.74808132,2.286713668,2.170870093,0.099111569,0.549603234,5.152208486,0.450818137,0.367370531,0.00424148
9727,0.013631634,3.627144269,4.698986472,7.692496587,1.340692283,5.273897576,0.984772495,5.054720184,9.777416171,2.080404121,1.984005192,0.091085199,0.503902151,4.750768062,0.415745862,0.340331714,0.004242639
9620,0.019326168,4.166191909,5.401522842,8.794480828,1.532522195,5.989595519,1.124874791,5.772663122,11.11716466,2.365137543,2.240966609,0.102131355,0.568018324,5.301790196,0.463870309,0.377274692,0.004243183
83,0.188916615,3.388710947,4.390979527,7.199001098,1.254745041,4.947392203,0.929272062,4.77041608,9.242190747,1.966619838,1.879895792,0.086679392,0.479863081,4.528912416,0.396348544,0.325214401,0.004244099
15262,0.043106115,3.802925401,4.926554252,8.054847758,1.403790082,5.512202394,1.027045402,5.271277641,10.18388462,2.166807113,2.062696653,0.094451387,0.522593079,4.919786443,0.430518943,0.351792951,0.004244291
5971,0.073414113,4.049254302,5.249781676,8.554754233,1.490785559,5.833201029,1.096329223,5.626435807,10.84404128,2.307088889,2.188490834,0.099922883,0.555552984,5.191560009,0.454239385,0.369868203,0.004245608
8311,0.024741201,3.379828386,4.377350127,7.184497003,1.252246606,4.941673018,0.921174552,4.728799587,9.166780483,1.950610471,1.866160306,0.085955797,0.47453584,4.49369171,0.393286457,0.322972553,0.004245618
9693,0.040814228,3.535767493,4.579991645,7.505269364,1.30809792,5.151910599,0.960990695,4.932842483,9.549515599,2.031965872,1.940160754,0.089181259,0.492906213,4.655576596,0.407431093,0.333929192,0.00424727
15234,0.07057354,4.434946186,5.750068034,9.345175168,1.628397983,6.34864368,1.190237251,6.107455301,11.74227498,2.497995119,2.361019137,0.107196844,0.596495538,5.554640384,0.485963388,0.394270423,0.004247483
12605,0.023196663,3.764232724,4.876719594,7.974800544,1.389848761,5.459268215,1.018453631,5.22728205,10.10115945,2.149220961,2.046632926,0.093776448,0.518996842,4.885851547,0.427551212,0.349483609,0.004247844
1046,0.028987002,3.148814354,4.077947832,6.707196773,1.169127753,4.626788867,0.864271335,4.437211343,8.618164486,1.833982961,1.759576565,0.081334555,0.448680753,4.261040362,0.372952022,0.307144926,0.004249934
1936,0.06388407,3.917942751,5.079681892,8.285015907,1.44382006,5.656696324,1.064764533,5.46475436,10.54161575,2.24280926,2.130251996,0.097461583,0.54183207,5.068498497,0.443485104,0.361575709,0.004251712
13933,0.075626755,4.446840783,5.765992951,9.368938926,1.63253045,6.363531243,1.19422522,6.127913763,11.78007315,2.506025349,2.368151616,0.107506247,0.598517049,5.569914602,0.487294722,0.39527439,0.004252557
5478,0.189584191,3.196155335,4.138828607,6.805964609,1.1863342,4.692903358,0.8748075,4.49117711,8.720480023,1.85573948,1.779700527,0.082202076,0.453242733,4.305105348,0.376807488,0.310189356,0.004252777
57,0.189717596,3.24539247,4.204359179,6.904706376,1.203507927,4.755042613,0.891874801,4.57873989,8.883132947,1.890301055,1.810631706,0.083649637,0.462381924,4.377130333,0.383089758,0.314976425,0.004255171
10056,0.036565154,3.978965931,5.157087479,8.413160663,1.466152093,5.743328165,1.075819026,5.521281151,10.6495774,2.265772904,2.151745252,0.098332091,0.545705536,5.113076586,0.447393526,0.364707973,0.004255637
14820,0.128793409,3.519378357,4.557540209,7.473867251,1.302646449,5.133643295,0.953773925,4.895798862,9.4818293,2.017591578,1.927642894,0.08859676,0.488906882,4.627085558,0.404950892,0.332103971,0.004256646
3683,0.040050063,3.485202742,4.515231487,7.399884509,1.289738433,5.081456886,0.950793719,4.880646807,9.450813387,2.010979078,1.920821097,0.088392272,0.488948625,4.615700225,0.403940729,0.331189156,0.004256891
12115,0.074578739,3.464712882,4.486897176,7.360803997,1.282955872,5.058922418,0.940892926,4.829812516,9.357649853,1.991192468,1.903503933,0.087558749,0.483218416,4.574814797,0.400381007,0.328543071,0.00425789
11831,0.031088608,4.156716966,5.388170265,8.777121376,1.529514283,5.980321269,1.120470561,5.750046278,11.07673374,2.35655779,2.233767659,0.101823605,0.565659217,5.28735533,0.462617979,0.376412598,0.004258247
3560,0.097039474,3.94703272,5.117035028,8.345530726,1.454361702,5.697046572,1.071213919,5.49777418,10.6041137,2.256098303,2.142517351,0.097985928,0.544553482,5.095113117,0.445814094,0.363413983,0.004259428
1027,0.0959285,3.231349841,4.185342697,6.877305557,1.198747521,4.738582355,0.886087882,4.549039471,8.828490262,1.878694084,1.800409035,0.083150484,0.459089606,4.352528654,0.380946055,0.313369388,0.004260585
15802,0.010783907,3.750808647,4.858513923,7.948969182,1.385363108,5.444109385,1.013182456,5.200235938,10.05198752,2.138780085,2.037614015,0.093364529,0.516204166,4.865939424,0.425818077,0.348224513,0.0042617
13394,0.021287589,3.504604524,4.538583812,7.443311262,1.29732454,5.113446386,0.950642437,4.879768974,9.451760401,2.011199797,1.921827263,0.08834605,0.487611942,4.614521106,0.403851811,0.331252833,0.004264418
776,0.210976994,3.593715974,4.657455772,7.621069405,1.328235372,5.22440054,0.981661784,5.038899845,9.746187036,2.073753553,1.977469091,0.09092274,0.504052039,4.74211268,0.414977404,0.339669888,0.004264748
14739,0.0336091,3.456477204,4.475781948,7.344859146,1.280186328,5.049469617,0.937591643,4.812874959,9.326680145,1.984615293,1.897769612,0.087284333,0.481414038,4.561409548,0.399213244,0.327680208,0.004265472
4700,0.222827796,3.721170083,4.822348557,7.884102083,1.374040379,5.397686777,1.01208421,5.194744652,10.03893247,2.135984142,2.034216577,0.093343492,0.517416754,4.863759218,0.425610989,0.347930291,0.004265824
990,0.035330579,3.522577145,4.564648869,7.475547229,1.302903235,5.129824795,0.962550942,4.940949708,9.563149396,2.034851486,1.942293717,0.089364668,0.494970674,4.664202262,0.408172885,0.334430559,0.004265942
12144,0.05177453,4.281063276,5.550200353,9.03118932,1.573741156,6.145231878,1.152564268,5.914490007,11.3834467,2.421741868,2.292560629,0.104332313,0.580198652,5.412469503,0.473545313,0.384801571,0.004269874
6448,0.073656135,3.583118597,4.642230113,7.601951026,1.324925591,5.214551608,0.97522394,5.005829176,9.686227948,2.06102392,1.966531013,0.090376922,0.500100064,4.715636428,0.412675146,0.337991289,0.004270978
8286,0.012020725,4.005502131,5.19216327,8.467137681,1.475545267,5.778106789,1.084000351,5.563240488,10.7279713,2.282433951,2.166808223,0.098998981,0.549826729,5.146469808,0.450307895,0.366955366,0.004273577
1386,0.10980353,3.811983063,4.941722104,8.068677517,1.40616164,5.516461774,1.038015946,5.327700002,10.28649219,2.188592651,2.081515971,0.09540205,0.529923661,4.966209401,0.434552377,0.354762794,0.00427484
13160,0.035593934,3.643630216,4.719525467,7.728757824,1.347021393,5.30000724,0.986987163,5.066032125,9.800831279,2.085397066,1.989223798,0.091297429,0.504575188,4.762560802,0.416784975,0.341260557,0.004275283
3189,0.097994625,3.554707904,4.605796942,7.542833552,1.314627161,5.175122106,0.969367025,4.975846523,9.629605266,2.04898494,1.95545948,0.089925166,0.497802081,4.692836918,0.410679921,0.336428699,0.004275783
15216,0.148614827,4.418822534,5.728870003,9.313491243,1.62288998,6.329316062,1.186257781,6.087071226,11.70578552,2.490250702,2.354498252,0.106962286,0.594987742,5.543847674,0.485024893,0.393642485,0.004277225
12916,0.02636749,3.368308015,4.361269771,7.163643663,1.248634651,4.93085701,0.915282801,4.698555965,9.112483738,1.939086628,1.856433088,0.085485118,0.471191057,4.47126853,0.391337476,0.321596479,0.004277363
9634,0.088943792,4.195413465,5.439232122,8.85569474,1.543187305,6.030820252,1.132154352,5.809957416,11.18842094,2.380293094,2.255154528,0.102770563,0.571475356,5.334653017,0.466745871,0.379584543,0.004278451
15190,0.005543579,3.669974988,4.753506641,7.783435412,1.356545021,5.336333148,0.992976932,5.096711997,9.858748675,2.097710935,2.000540248,0.091774038,0.507144006,4.786646177,0.418891386,0.342911658,0.004279007
1289,0.067998777,3.357210386,4.34909658,7.13668747,1.243911751,4.909038761,0.919001833,4.7177432,9.145677404,1.946121156,1.861958793,0.085859182,0.47461238,4.488904958,0.392862138,0.322640606,0.004279177
11031,0.039199505,3.819534062,4.949260527,8.087968561,1.409547837,5.532860604,1.034529054,5.309702647,10.25567084,2.182063218,2.076482506,0.095110557,0.526954753,4.952920952,0.433408217,0.354028631,0.004279213
9338,0.030843324,3.913111329,5.07132791,8.279156113,1.442828174,5.656908758,1.0591794,5.436029576,10.49137778,2.232157087,2.121678228,0.09706139,0.538336507,5.050228381,0.441906106,0.360550073,0.004279889
1933,0.052026064,3.910544761,5.069980903,8.270876289,1.441364209,5.648486091,1.063110896,5.456291879,10.52708564,2.23972983,2.127858509,0.097381894,0.54129827,5.065271729,0.443206225,0.361438591,0.00428344
384,0.132419621,3.230683385,4.184758544,6.875948519,1.198510446,4.737699927,0.887015919,4.553821003,8.837843577,1.8806846,1.802335946,0.083269532,0.459910414,4.358818967,0.381495175,0.313824576,0.004284053
341,0.106118646,3.251158091,4.21146605,6.918019953,1.205835135,4.765221609,0.892520321,4.582038465,8.890789121,1.891938866,1.812575409,0.083720815,0.462537766,4.381480724,0.383474688,0.315358074,0.004285481
7333,0.082524272,3.090895604,4.001328153,6.591135914,1.148940957,4.553850145,0.845560386,4.341246143,8.440554226,1.796247394,1.726011806,0.079788273,0.439062211,4.184593286,0.366284226,0.302115135,0.004286886
6306,0.056297216,3.408290385,4.414700929,7.24345115,1.262512494,4.980704562,0.930009135,4.774113056,9.252760307,1.968892943,1.883088573,0.086745121,0.479201301,4.533993946,0.396808184,0.32576756,0.004288946
8954,0.028614762,4.228170027,5.482098819,8.922652214,1.554842517,6.074304527,1.140987119,5.855230358,11.27300786,2.398270715,2.271412858,0.103461884,0.57557602,5.369211341,0.469763476,0.381908671,0.004289561
10957,0.012563073,4.364389381,5.659140839,9.201229928,1.60333874,6.255390681,1.174818925,6.028542521,11.59615647,2.466947531,2.333330097,0.106069702,0.590455575,5.499139363,0.481113218,0.390612729,0.004289726
14790,0.028586171,3.631678071,4.70370312,7.705114489,1.342910733,5.285447657,0.983299855,5.047127428,9.766289064,2.078061163,1.982832786,0.091015348,0.502789072,4.74888274,0.415593066,0.340388648,0.004289769
2077,0.109235046,3.305129465,4.281052404,7.03031319,1.225395671,4.840087764,0.90486644,4.645283534,9.010430146,1.917377515,1.836024258,0.08471978,0.467901642,4.432077855,0.387900189,0.318837252,0.004290312
15305,0.046834255,3.909522189,5.065319271,8.274307432,1.442001766,5.656252446,1.055126307,5.415190058,10.45440693,2.22431403,2.115194043,0.096751624,0.535796161,5.035698415,0.440647229,0.359687613,0.004290361
1859,0.077412835,3.637241328,4.713689568,7.711820856,1.344044227,5.285099148,0.99199224,5.091828288,9.846691546,2.095125763,1.99728794,0.091764511,0.50863577,4.784994091,0.418728165,0.342643801,0.004291395
6697,0.045454545,3.031271457,3.923906133,6.468126851,1.127521219,4.472899033,0.830262046,4.262837013,8.29308659,1.764898616,1.697387923,0.07852169,0.431883698,4.120835328,0.360712605,0.297782414,0.004292512
13377,0.033777502,3.494136559,4.525011102,7.422478534,1.293700963,5.10048508,0.94841515,4.868369203,9.431347243,2.006867278,1.918183629,0.088209477,0.486822923,4.60826202,0.403306807,0.330891434,0.004294484
10201,0.013932999,3.60753879,4.673117225,7.654272269,1.334049467,5.250930409,0.979369024,5.027031842,9.727854605,2.069885631,1.975164807,0.090721138,0.501554267,4.73383308,0.414272862,0.339330346,0.004295319
5229,0.158438692,3.750380755,4.860170877,7.945160541,1.384677298,5.438673505,1.019393137,5.232201153,10.11031781,2.151165826,2.048373123,0.093960391,0.520825476,4.895356491,0.428374751,0.350138118,0.004296551
17089,0.012510513,4.130108378,5.35219166,8.72605681,1.520647162,5.950464202,1.111062194,5.701783952,10.98980918,2.338106352,2.218076109,0.101155105,0.561018236,5.255656052,0.459861877,0.374473253,0.004297091
2508,0.053893932,3.284239416,4.253808468,6.987663517,1.217971793,4.812460627,0.899248378,4.616488479,8.956724768,1.905963934,1.825739067,0.084261274,0.465229259,4.409220913,0.385904163,0.317308459,0.004297826
4924,0.094394666,3.389264487,4.389935671,7.204560681,1.255742552,4.955462174,0.925187736,4.749405581,9.206727559,1.95911025,1.874286996,0.086369806,0.477031041,4.515354307,0.395180467,0.324527246,0.004297973
385,0.110821518,3.209144686,4.156685443,6.832034413,1.190866759,4.709315251,0.881382328,4.524948413,8.784134769,1.869271255,1.792095355,0.082821219,0.457297779,4.336580479,0.379553491,0.312348759,0.004298222
6298,0.018196772,3.377756937,4.37480293,7.181289144,1.25169336,4.940611996,0.921654978,4.731291861,9.173040195,1.951951705,1.867866088,0.086070427,0.475223277,4.500439184,0.393878629,0.323532152,0.004299857
468,0.046538025,3.541889905,4.589982634,7.515800559,1.309914086,5.15672395,0.968472496,4.971323793,9.621053662,2.047165894,1.953779001,0.08989773,0.49811076,4.691564458,0.41056443,0.336343908,0.004302909
4194,0.050543367,3.310831723,4.288293701,7.042721763,1.227560408,4.848897979,0.905921561,4.650687122,9.021243944,1.919680911,1.838328579,0.084811461,0.468315284,4.437030088,0.388335022,0.319211779,0.004304004
12070,0.158312448,4.070637935,5.275715467,8.603208333,1.499251981,5.869391774,1.098458011,5.63726242,10.86877856,2.312378789,2.194658401,0.100211612,0.556079854,5.208423273,0.455730857,0.371276696,0.004308504
7294,0.045795171,4.118308098,5.339362748,8.698311883,1.515789925,5.928813624,1.114001324,5.716994784,11.01579143,2.343609654,2.222297276,0.101404567,0.563847128,5.267063133,0.4608414,0.375102917,0.004309771
9314,0.058976764,3.271614253,4.236053707,6.96448195,1.213954928,4.800076235,0.892156919,4.580073162,8.890473201,1.891896635,1.813586151,0.083654868,0.460986879,4.379703189,0.383335728,0.315426094,0.004311102
17095,0.028320213,4.141076417,5.366347119,8.749089741,1.524660412,5.966030061,1.113784136,5.715729935,11.0165199,2.343787899,2.223414062,0.101394568,0.56231338,5.267998704,0.460941973,0.37534405,0.00431173
4461,0.199710265,3.106322718,4.021763392,6.622684952,1.154431876,4.57432609,0.851233914,4.370356456,8.495529396,1.807935216,1.736751479,0.080319329,0.442283513,4.211615679,0.368644369,0.303976042,0.004312352
6634,0.10756562,3.275449865,4.2414806,6.971548509,1.215179457,4.803876839,0.894580554,4.592519725,8.913318319,1.896748809,1.817841764,0.083877233,0.462504458,4.390689426,0.384292593,0.316144778,0.00431287
15479,0.043401332,3.584875398,4.642537739,7.61019083,1.326391471,5.224573443,0.970684383,4.9824726,9.646385339,2.052583679,1.960078906,0.090027001,0.496938827,4.700014169,0.411327567,0.337162456,0.004313321
16047,0.029381229,4.494025384,5.826665988,9.468265832,1.649839071,6.430890682,1.205333905,6.184810614,11.88933277,2.529267675,2.390074185,0.108471486,0.60359774,5.61979626,0.491661588,0.398809797,0.004313483
12879,0.043769676,3.367573372,4.360511609,7.162617321,1.248457987,4.930660995,0.916118437,4.70286368,9.121476682,1.941004226,1.858456561,0.085609369,0.471977385,4.478115956,0.391936797,0.322121609,0.004313695
15224,0.028008089,3.752360573,4.860576865,7.953496753,1.386158521,5.448392167,1.014363398,5.206312968,10.06519946,2.141600695,2.040733075,0.093541283,0.517185492,4.875906934,0.426692492,0.349013531,0.00431516
7012,0.05731185,3.531782284,4.575135794,7.498224829,1.306876629,5.148425986,0.961665804,4.936349138,9.557991535,2.033780126,1.942390496,0.089340569,0.4939357,4.664791073,0.408238608,0.334676904,0.004315572
14045,0.019072434,3.432189151,4.444161162,7.296263327,1.271732686,5.018976657,0.931730106,4.782853594,9.272095458,1.973024423,1.887758027,0.086871551,0.478983364,4.541716757,0.397496451,0.326456391,0.004315821
7255,0.189694816,4.068098132,5.273917792,8.595869286,1.49795812,5.862471775,1.101360565,5.652225185,10.8952865,2.318001465,2.199293701,0.100454393,0.558310157,5.219930529,0.45672595,0.371969262,0.004316544
506,0.100522595,3.301617399,4.277165182,7.022518255,1.224033258,4.834396082,0.906113906,4.651726449,9.022537531,1.919950586,1.838367245,0.084873441,0.469147245,4.439958082,0.388585519,0.319379789,0.004317094
8193,0.036979167,3.344381095,4.330969891,7.113829815,1.239955636,4.897601649,0.911982313,4.681701292,9.081085147,1.932413172,1.850425821,0.085294243,0.470521605,4.462032557,0.390527331,0.320997138,0.004317227
14451,0.027449762,3.628559092,4.699748644,7.699271193,1.34189613,5.282180763,0.983113788,5.046191682,9.765397492,2.077877412,1.982929215,0.091043086,0.50297614,4.750813248,0.415763052,0.340574603,0.004318419
2299,0.081674116,3.625169337,4.697833451,7.687998527,1.339902385,5.270484478,0.988864601,5.075803747,9.81782596,2.08899824,1.99207879,0.091553841,0.507313052,4.775105084,0.417867355,0.3420479,0.004318982
4422,0.082536383,3.053399739,3.953035007,6.513619005,1.135440732,4.502667066,0.837570398,4.300327976,8.363942894,1.779963274,1.711247141,0.079182553,0.435836114,4.154437605,0.363647924,0.30009552,0.004319757
706,0.146077826,3.33194876,4.316349006,7.085454313,1.234995033,4.876186052,0.913333025,4.688711818,9.092369149,1.934797533,1.852011898,0.085465314,0.472378268,4.469890012,0.391202866,0.32143185,0.00432025
14472,0.007673165,3.68241241,4.76960184,7.810180283,1.361208219,5.355011351,0.996436392,5.114452541,9.893494774,2.105106709,2.007717649,0.092110061,0.508981141,4.804380165,0.420444241,0.344204215,0.004320319
3706,0.091136705,3.562911378,4.616282015,7.561141789,1.317823229,5.188543531,0.971510494,4.986839377,9.651952271,2.053746987,1.960320834,0.090157668,0.498984416,4.705508302,0.411791472,0.337393804,0.004320773
1894,0.075485116,3.73456677,4.840486837,7.912035753,1.37890386,5.416351383,1.017658729,5.223377121,10.09372005,2.147636585,2.045143129,0.093856274,0.520709615,4.89021977,0.427921462,0.34979021,0.00432222
17145,0.034988131,3.609421187,4.674095453,7.661506129,1.335331767,5.259030387,0.976052372,5.009964823,9.698665173,2.063701602,1.97041188,0.09046367,0.499225737,4.722280326,0.413276113,0.338710855,0.004322769
156,0.161773891,3.238566507,4.195195096,6.892745587,1.201437638,4.74928035,0.890037449,4.569333161,8.867968587,1.887094881,1.808480961,0.083576401,0.461735433,4.374899752,0.382901468,0.314981854,0.00432338
6759,0.075731322,3.108211594,4.023891304,6.627558637,1.155286871,4.578513801,0.850629966,4.367247714,8.49049949,1.80687184,1.736034081,0.080254611,0.441720171,4.208723622,0.368394718,0.303823327,0.004323961
8491,0.114134386,3.689464347,4.780156743,7.82225473,1.363293102,5.360492655,1.002144278,5.143780943,9.946795395,2.116423533,2.017481891,0.092610936,0.512622418,4.828824169,0.422570124,0.345768699,0.004324106
5302,0.289566116,3.176599281,4.113085893,6.767854806,1.179711333,4.670049692,0.869660777,4.464806792,8.673519697,1.8457749,1.771413308,0.081868151,0.451086143,4.289837446,0.37548049,0.309318462,0.004324721
15795,0.019530846,3.770342911,4.88382744,7.990884856,1.39267089,5.473295813,1.018706026,5.228561949,10.10734552,2.150562316,2.049012584,0.093899561,0.51915133,4.894115843,0.428284924,0.350271647,0.004325146
10141,0.037852932,3.876948714,5.023923577,8.206935477,1.430266376,5.611700315,1.049677751,5.387344018,10.40251755,2.21328564,2.105258643,0.096381971,0.534185774,5.017493425,0.439052659,0.358480227,0.004325707
12301,0.0205,3.321158887,4.300112465,7.067520862,1.231902631,4.868722248,0.90402043,4.640862249,9.005557736,1.916366846,1.836167583,0.084629797,0.466340851,4.42916347,0.387660836,0.318832988,0.004325721
11300,0.024053914,4.14893355,5.378051017,8.763321411,1.527123395,5.973435437,1.119435553,5.744778587,11.06970248,2.355082374,2.233288053,0.101863203,0.565811206,5.290996843,0.462941748,0.376831159,0.004329747
7946,0.074720312,3.1060364,4.020850078,6.623652462,1.154610527,4.576527297,0.849433265,4.361104589,8.479433533,1.804522969,1.734040889,0.080154025,0.441018478,4.203894308,0.367974722,0.303523017,0.004330766
3390,0.022094841,3.806858256,4.934436111,8.060715623,1.404791221,5.513794649,1.035882403,5.316757154,10.26880624,2.184853065,2.078981747,0.095306275,0.528966423,4.962958878,0.434277033,0.354712308,0.004331153
8187,0.078713853,3.329205386,4.311217987,7.082952056,1.234581312,4.87770454,0.908208823,4.662365956,9.045261381,1.924801433,1.843640165,0.085009025,0.468865638,4.44799917,0.389302331,0.320077541,0.004331591
10364,0.039881074,3.66778761,4.751522914,7.778836845,1.355741158,5.333199988,0.995446828,5.109440389,9.883416993,2.102959069,2.005551989,0.09207177,0.509276936,4.802257622,0.420253063,0.344027821,0.004333969
14706,0.009232365,4.154861724,5.385019215,8.776765697,1.529473255,5.983491608,1.119278729,5.743934228,11.06916394,2.354975647,2.233511823,0.101858229,0.565362153,5.291247464,0.462969278,0.376908208,0.004334425
5120,0.183104367,3.124467515,4.045282613,6.660760826,1.161065718,4.600024404,0.855965884,4.394615716,8.541949686,1.817808743,1.746012371,0.080734685,0.44459368,4.232989563,0.37051401,0.305478605,0.004335724
8098,0.027085037,3.854813178,4.99571362,8.160910006,1.42224824,5.581029501,1.045564719,5.366307449,10.36289317,2.204861279,2.097540241,0.096074816,0.532743098,5.002060382,0.437701086,0.357427035,0.004336037
15167,0.235488195,4.358398601,5.650119399,9.192149372,1.601778865,6.252627771,1.171718328,6.012608705,11.5696935,2.461346635,2.32927355,0.105967,0.589119953,5.49588088,0.480841427,0.390599829,0.00433721
1770,0.108527929,3.653388932,4.734709041,7.7462349,1.350042632,5.30883885,0.99679937,5.116484618,9.894577895,2.105315715,2.007057982,0.09222759,0.511247407,4.809236822,0.420849606,0.344389485,0.004342054
11547,0.147993311,3.849311094,4.987663198,8.151217604,1.420572201,5.576296288,1.04223952,5.349220037,10.33221937,2.19835133,2.092041962,0.095833227,0.530842281,4.990631832,0.436709761,0.356735704,0.004343114
3696,0.077498442,3.568501668,4.623500469,7.57329006,1.319942094,5.197148728,0.973050063,4.994735503,9.667572781,2.057072873,1.963594195,0.090310572,0.499808666,4.713655677,0.41250522,0.337995631,0.004343265
454,0.17132831,3.510423017,4.548847336,7.452420414,1.298886708,5.116520243,0.960541782,4.930685472,9.546482861,2.031326366,1.93987895,0.089331983,0.494707903,4.664169338,0.408175531,0.334596626,0.00434365
15903,0.036108838,4.056793733,5.256700863,8.577652127,1.494821128,5.855524688,1.092803414,5.608250636,10.81721867,2.301439269,2.185577297,0.099805335,0.553151402,5.189483081,0.454086293,0.370157021,0.004344687
